what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1412845438295
started,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1412845438301
started,bundle,org.eclipse.jst.server.preview.adapter,1.1.100.v20100308,"org.eclipse.jst.server.preview.adapter",1412845438306
opened,view,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.ui.ServersView",1412845476065
executed,command,org.eclipse.wst.server.ui,1.1.203.v20100601,"org.eclipse.wst.server.launchShortcut.run",1412845476425
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845476441
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845479168
error,log,,,"Error starting server Tomcat v7.0 Server at localhost",1412845481976
error,log,,,"Several ports (8005, 8080) required by Tomcat v7.0 Server at localhost are already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1412845481979
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845494636
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845497940
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1412845524197
